criticality,urgency,safety_risk,asset_importance,overdue,duration_hours,days_until_due,department,asset_type,task_type,corridor_id,high_delay_risk
5,4,2,3,False,1.44,8,S&T,Track,Repair,MUM-PUN,0
3,2,1,5,False,0.84,25,Traction Distribution,Signal,Testing,HWH-KOL,0
1,1,5,3,False,4.09,14,S&T,Point Machine,Repair,MUM-PUN,0
3,4,2,3,False,3.77,32,Traction Distribution,Point Machine,Repair,MUM-PUN,0
3,3,1,1,True,5.74,16,Traction Distribution,Signal,Overhaul,MUM-PUN,1
5,5,1,5,True,5.49,19,Traction Distribution,Signal,Overhaul,DEL-AGR,1
4,4,5,4,False,4.62,47,S&T,Signal,Overhaul,HWH-KOL,0
1,3,3,2,False,0.61,27,Engineering,Signal,Replacement,HWH-KOL,0
1,5,2,3,True,3.14,28,S&T,Bridge,Repair,DEL-AGR,0
4,5,3,3,True,5.43,46,S&T,Point Machine,Repair,HWH-KOL,1
1,3,1,1,False,2.89,18,Engineering,Signal,Inspection,BPL-NGP,0
2,1,2,5,False,5.79,47,Traction Distribution,OHE,Inspection,DEL-AGR,0
1,1,2,5,False,4.09,39,Engineering,OHE,Replacement,MUM-PUN,0
1,3,5,5,False,1.1,52,S&T,OHE,Replacement,MAS-BLR,1
5,3,1,2,True,3.3,20,Traction Distribution,Signal,Overhaul,HWH-KOL,0
1,1,3,2,True,4.33,27,Traction Distribution,Bridge,Testing,DEL-AGR,0
1,1,4,1,True,0.86,-5,S&T,Signal,Replacement,HWH-KOL,0
5,4,5,4,False,2.4,-6,Traction Distribution,OHE,Inspection,HWH-KOL,1
1,4,3,2,True,4.44,-6,Traction Distribution,Track,Inspection,MUM-PUN,0
5,1,2,5,False,1.36,33,Engineering,OHE,Repair,DEL-AGR,0
1,3,2,5,False,2.42,10,Traction Distribution,Bridge,Repair,MAS-BLR,0
1,1,2,1,False,4.29,7,S&T,Bridge,Inspection,MAS-BLR,0
1,4,4,5,False,4.77,31,S&T,OHE,Overhaul,BPL-NGP,0
4,5,2,1,True,3.35,15,Engineering,Track,Repair,DEL-AGR,1
4,5,4,3,False,5.76,-4,S&T,Point Machine,Overhaul,MAS-BLR,0
3,3,4,3,False,5.59,27,Traction Distribution,Point Machine,Repair,HWH-KOL,0
2,4,5,5,False,3.1,27,Traction Distribution,Bridge,Inspection,HWH-KOL,1
1,5,2,4,False,1.38,-4,Traction Distribution,OHE,Inspection,MAS-BLR,0
3,4,5,5,False,4.75,6,Traction Distribution,Track,Replacement,HWH-KOL,1
2,3,3,3,False,1.84,3,S&T,Bridge,Replacement,MUM-PUN,0
3,4,4,5,False,5.14,38,Traction Distribution,Point Machine,Replacement,MUM-PUN,0
4,3,4,5,False,3.73,4,Engineering,Bridge,Testing,MAS-BLR,1
5,5,5,5,True,2.67,-12,Traction Distribution,Track,Overhaul,HWH-KOL,1
3,3,3,3,True,3.56,6,Engineering,OHE,Overhaul,HWH-KOL,1
1,5,4,2,True,3.43,21,S&T,OHE,Inspection,HWH-KOL,0
2,1,2,5,False,5.59,43,Traction Distribution,Signal,Replacement,MUM-PUN,0
5,1,3,4,False,1.68,-11,Traction Distribution,Bridge,Overhaul,HWH-KOL,1
3,1,3,5,False,5.6,52,Traction Distribution,Track,Replacement,MAS-BLR,1
4,3,4,3,False,0.67,10,Traction Distribution,Track,Testing,DEL-AGR,0
3,4,4,5,False,4.73,11,S&T,Signal,Replacement,MAS-BLR,1
1,2,1,4,False,5.56,-13,Engineering,Bridge,Repair,MUM-PUN,1
5,1,5,4,False,2.67,6,Traction Distribution,Track,Testing,MUM-PUN,1
4,5,4,1,False,0.9,21,S&T,OHE,Repair,DEL-AGR,1
5,4,1,3,False,4.93,32,Traction Distribution,Track,Replacement,BPL-NGP,0
5,4,5,4,False,5.14,43,S&T,Signal,Inspection,MUM-PUN,1
2,3,4,4,False,2.35,25,Traction Distribution,OHE,Inspection,HWH-KOL,0
2,3,1,5,False,3.35,-7,S&T,Track,Inspection,HWH-KOL,1
2,1,3,2,True,4.95,15,Engineering,Signal,Replacement,BPL-NGP,0
5,1,5,2,False,1.56,41,Engineering,OHE,Testing,MAS-BLR,0
3,5,2,5,False,3.96,33,Traction Distribution,Track,Inspection,HWH-KOL,1
3,2,5,5,False,2.87,29,Traction Distribution,OHE,Testing,DEL-AGR,1
5,4,3,1,True,1.46,24,Engineering,Point Machine,Testing,BPL-NGP,1
4,4,2,2,False,5.07,23,Traction Distribution,Signal,Inspection,DEL-AGR,0
5,2,2,5,False,2.29,60,Traction Distribution,Track,Inspection,MAS-BLR,0
5,2,3,1,False,5.64,30,S&T,OHE,Testing,MUM-PUN,1
1,4,4,4,False,3.63,30,Traction Distribution,Point Machine,Replacement,BPL-NGP,0
2,1,5,1,False,3.33,11,Engineering,Track,Inspection,DEL-AGR,0
4,3,1,1,True,2.83,22,S&T,Signal,Testing,HWH-KOL,0
5,5,5,4,False,2.7,39,S&T,Bridge,Replacement,BPL-NGP,1
1,4,3,4,True,5.0,50,S&T,Signal,Overhaul,BPL-NGP,1
2,4,1,3,False,4.23,44,Engineering,Signal,Overhaul,DEL-AGR,0
3,1,5,5,False,4.76,35,S&T,Point Machine,Repair,DEL-AGR,1
4,1,2,2,True,2.82,44,S&T,OHE,Repair,MAS-BLR,0
1,2,4,3,True,1.94,-12,Engineering,Signal,Inspection,HWH-KOL,0
4,2,4,4,False,0.98,6,S&T,Point Machine,Replacement,MAS-BLR,1
2,1,1,4,False,4.77,4,S&T,Track,Testing,DEL-AGR,0
2,5,2,2,False,2.78,35,Traction Distribution,Point Machine,Overhaul,HWH-KOL,0
3,1,4,4,True,3.3,42,S&T,Signal,Overhaul,HWH-KOL,0
3,4,2,3,False,3.08,-3,S&T,Bridge,Inspection,MAS-BLR,0
4,3,1,3,False,2.87,0,S&T,Point Machine,Replacement,BPL-NGP,1
2,4,1,5,False,4.26,23,S&T,Bridge,Testing,BPL-NGP,0
5,2,5,2,True,3.85,58,Engineering,Track,Inspection,MUM-PUN,1
1,2,1,4,False,5.85,-14,Traction Distribution,Track,Repair,MAS-BLR,0
5,4,1,5,False,1.26,51,S&T,Bridge,Overhaul,MUM-PUN,0
1,2,3,4,False,3.65,0,S&T,Signal,Inspection,MUM-PUN,0
4,4,1,5,False,0.85,6,Engineering,Bridge,Repair,BPL-NGP,1
2,1,4,3,False,4.94,33,Traction Distribution,Point Machine,Testing,MAS-BLR,0
2,1,3,2,False,3.89,40,S&T,OHE,Inspection,MAS-BLR,0
1,4,4,5,False,2.86,51,Engineering,Track,Replacement,DEL-AGR,0
4,4,3,4,False,4.91,-14,Engineering,Track,Repair,MAS-BLR,1
1,1,4,2,False,3.0,-11,S&T,Point Machine,Repair,MUM-PUN,0
4,5,4,2,False,1.75,21,Traction Distribution,Track,Repair,MUM-PUN,1
4,1,3,2,False,3.1,27,Engineering,Track,Repair,MAS-BLR,0
5,5,1,5,False,0.89,5,Engineering,Signal,Overhaul,MAS-BLR,1
4,4,2,1,False,5.44,33,S&T,Bridge,Inspection,MUM-PUN,1
2,5,1,4,False,4.52,5,S&T,Point Machine,Inspection,DEL-AGR,0
4,5,1,3,False,4.68,55,Traction Distribution,Point Machine,Repair,MUM-PUN,0
5,2,2,1,False,5.31,-1,Traction Distribution,Point Machine,Testing,HWH-KOL,1
2,4,2,4,False,4.85,35,S&T,OHE,Repair,DEL-AGR,0
1,2,1,4,False,2.88,25,S&T,Signal,Inspection,MUM-PUN,0
5,3,2,4,False,1.15,-7,S&T,OHE,Replacement,DEL-AGR,0
1,2,3,3,False,2.55,31,S&T,OHE,Overhaul,MAS-BLR,1
3,3,1,2,True,5.64,-3,Engineering,Bridge,Replacement,MUM-PUN,1
2,5,2,1,False,5.72,26,S&T,Bridge,Inspection,MUM-PUN,0
1,3,1,1,False,4.72,33,Traction Distribution,Point Machine,Testing,HWH-KOL,0
4,1,1,2,False,1.62,-9,S&T,Bridge,Testing,DEL-AGR,0
1,2,1,4,False,1.57,2,S&T,Bridge,Testing,HWH-KOL,0
4,4,3,1,False,5.34,8,Traction Distribution,Point Machine,Testing,MAS-BLR,0
4,3,4,5,False,1.28,55,Engineering,Bridge,Repair,MAS-BLR,1
1,3,4,3,False,3.71,2,Engineering,Track,Replacement,MUM-PUN,0
1,3,4,2,False,2.58,55,Traction Distribution,Track,Testing,DEL-AGR,0
4,2,4,5,False,2.16,26,Traction Distribution,OHE,Replacement,BPL-NGP,1
3,3,5,1,False,4.23,57,S&T,Track,Testing,MAS-BLR,0
1,4,2,5,False,5.78,48,Traction Distribution,Signal,Overhaul,MAS-BLR,0
5,5,4,2,False,4.78,7,S&T,Track,Testing,HWH-KOL,1
2,4,5,2,False,3.17,27,Traction Distribution,Bridge,Inspection,HWH-KOL,0
1,5,3,3,False,2.92,39,Engineering,Point Machine,Overhaul,BPL-NGP,0
5,5,5,5,True,5.49,-9,Traction Distribution,Track,Testing,BPL-NGP,1
1,1,1,2,True,3.68,35,Engineering,Point Machine,Inspection,BPL-NGP,0
3,2,5,5,False,3.23,20,Engineering,Point Machine,Overhaul,MUM-PUN,1
5,2,3,2,True,4.26,-12,Traction Distribution,Signal,Inspection,MAS-BLR,1
3,1,2,2,False,1.8,51,Engineering,Bridge,Testing,DEL-AGR,0
3,1,1,4,False,0.85,5,S&T,Bridge,Testing,DEL-AGR,0
2,4,4,4,True,5.2,51,Traction Distribution,Bridge,Inspection,BPL-NGP,1
1,2,3,2,False,3.84,1,Traction Distribution,Track,Replacement,HWH-KOL,0
3,1,2,1,False,1.41,26,S&T,OHE,Repair,HWH-KOL,0
5,2,2,2,False,2.14,13,Engineering,Point Machine,Testing,MAS-BLR,0
1,2,5,3,False,5.94,52,Engineering,OHE,Repair,MAS-BLR,0
5,1,3,1,False,3.99,57,S&T,OHE,Overhaul,BPL-NGP,0
3,1,1,1,True,4.0,43,S&T,Signal,Inspection,DEL-AGR,0
3,4,2,5,True,0.9,49,Traction Distribution,OHE,Repair,DEL-AGR,0
1,5,1,1,False,5.83,43,Traction Distribution,Point Machine,Testing,DEL-AGR,0
4,3,4,3,False,5.41,8,S&T,Track,Repair,BPL-NGP,1
1,4,5,4,False,3.51,55,S&T,Point Machine,Overhaul,BPL-NGP,1
2,5,5,2,False,2.2,25,S&T,Point Machine,Testing,BPL-NGP,0
4,5,4,3,True,4.34,11,Engineering,Track,Testing,DEL-AGR,1
1,1,4,1,False,5.08,0,S&T,Point Machine,Inspection,MUM-PUN,0
3,5,3,4,False,4.82,39,Traction Distribution,OHE,Repair,MUM-PUN,0
3,1,4,4,False,5.87,6,Traction Distribution,Signal,Overhaul,BPL-NGP,0
1,1,1,5,False,4.0,34,Traction Distribution,OHE,Testing,DEL-AGR,0
2,3,3,5,False,2.27,-10,Traction Distribution,OHE,Testing,MAS-BLR,0
2,4,3,2,True,3.24,33,S&T,Signal,Overhaul,DEL-AGR,0
4,1,1,1,False,4.99,34,S&T,Point Machine,Inspection,HWH-KOL,0
5,2,3,2,False,1.96,25,Traction Distribution,Point Machine,Overhaul,MAS-BLR,0
5,2,4,1,False,1.77,35,S&T,Signal,Repair,DEL-AGR,0
1,2,2,3,False,4.49,60,Traction Distribution,OHE,Testing,BPL-NGP,0
1,5,3,1,False,2.94,48,S&T,Point Machine,Replacement,HWH-KOL,0
1,2,2,5,False,4.99,18,Engineering,OHE,Inspection,MAS-BLR,0
3,2,2,4,True,1.29,51,Engineering,OHE,Testing,HWH-KOL,0
1,1,1,2,True,2.35,57,Engineering,Bridge,Testing,MAS-BLR,0
2,1,2,5,False,1.97,-2,Engineering,Bridge,Replacement,HWH-KOL,1
5,1,5,4,False,4.34,12,Traction Distribution,Signal,Testing,DEL-AGR,0
5,3,5,3,False,4.68,41,Traction Distribution,Point Machine,Inspection,BPL-NGP,1
5,3,4,1,True,3.01,24,Traction Distribution,Bridge,Repair,MAS-BLR,1
2,3,4,2,False,3.13,-4,Engineering,Track,Inspection,HWH-KOL,0
4,5,4,3,False,1.23,21,S&T,OHE,Repair,MAS-BLR,1
4,3,3,4,False,4.36,14,Engineering,Point Machine,Repair,MAS-BLR,0
1,1,3,2,False,5.96,41,Engineering,Track,Replacement,BPL-NGP,0
3,2,4,4,False,4.78,24,S&T,Signal,Repair,BPL-NGP,0
3,2,4,2,True,1.73,-4,Traction Distribution,Point Machine,Replacement,HWH-KOL,1
2,5,3,2,False,3.93,-11,Engineering,Bridge,Repair,MAS-BLR,0
4,2,3,3,False,2.12,7,S&T,Bridge,Repair,MUM-PUN,0
4,1,3,1,False,0.67,-3,Engineering,Point Machine,Testing,HWH-KOL,0
3,4,2,3,False,1.49,51,Traction Distribution,Track,Replacement,DEL-AGR,0
4,3,2,2,False,1.06,6,Engineering,Track,Inspection,DEL-AGR,0
4,1,1,2,False,1.58,33,S&T,Bridge,Repair,HWH-KOL,0
3,4,3,4,True,4.88,-5,Engineering,Point Machine,Testing,BPL-NGP,1
2,2,4,2,False,2.11,19,S&T,Track,Inspection,DEL-AGR,0
4,5,4,4,False,4.66,56,S&T,Track,Testing,DEL-AGR,1
4,5,5,4,False,5.72,34,S&T,Track,Repair,DEL-AGR,0
5,2,1,4,False,3.66,7,Traction Distribution,Bridge,Overhaul,HWH-KOL,0
1,3,4,2,False,3.17,42,Traction Distribution,Point Machine,Replacement,MUM-PUN,0
3,3,4,5,False,4.63,23,S&T,Bridge,Overhaul,DEL-AGR,1
5,4,3,2,False,1.03,3,Traction Distribution,Track,Overhaul,BPL-NGP,0
3,1,2,2,False,2.86,60,S&T,Point Machine,Inspection,HWH-KOL,0
5,2,2,5,False,3.24,56,Engineering,Bridge,Repair,DEL-AGR,0
1,1,4,2,False,5.07,28,S&T,OHE,Replacement,BPL-NGP,0
1,4,5,4,False,4.98,-12,Traction Distribution,Point Machine,Repair,MAS-BLR,1
4,1,4,1,False,5.17,16,Engineering,Point Machine,Repair,HWH-KOL,1
2,3,3,4,True,4.34,24,S&T,Track,Testing,MAS-BLR,0
3,4,4,5,False,3.42,55,S&T,OHE,Repair,HWH-KOL,1
3,5,1,4,False,5.05,40,Engineering,Signal,Inspection,DEL-AGR,0
3,2,4,3,False,5.3,2,S&T,Track,Replacement,DEL-AGR,1
5,1,1,5,False,3.14,24,S&T,OHE,Inspection,DEL-AGR,1
1,4,5,2,False,5.92,-1,S&T,Bridge,Inspection,MUM-PUN,0
4,1,5,2,True,5.31,21,Traction Distribution,Track,Testing,MUM-PUN,1
5,1,3,1,False,3.31,26,S&T,Signal,Repair,HWH-KOL,0
4,5,2,4,False,0.88,24,S&T,Point Machine,Inspection,HWH-KOL,0
2,5,4,4,False,1.73,18,Engineering,Signal,Overhaul,MAS-BLR,0
1,4,4,4,False,4.77,18,Engineering,Track,Replacement,DEL-AGR,0
4,5,4,4,False,1.11,45,Traction Distribution,Track,Replacement,MAS-BLR,1
3,1,3,1,False,3.08,23,Traction Distribution,Track,Replacement,MUM-PUN,0
1,1,2,4,False,3.83,-11,Traction Distribution,Bridge,Inspection,MAS-BLR,0
2,2,1,4,True,5.33,41,Engineering,OHE,Testing,DEL-AGR,1
5,1,2,2,False,5.16,32,Traction Distribution,Bridge,Inspection,DEL-AGR,1
2,5,3,3,True,4.7,38,Engineering,Point Machine,Replacement,DEL-AGR,0
1,1,3,5,False,2.74,39,Engineering,Signal,Repair,MUM-PUN,0
4,3,3,3,False,1.28,-2,Engineering,Bridge,Overhaul,MAS-BLR,1
1,5,2,4,False,4.18,58,Traction Distribution,Signal,Replacement,HWH-KOL,0
5,4,5,3,False,1.5,60,S&T,Track,Repair,DEL-AGR,1
5,2,2,4,False,3.59,-4,S&T,Bridge,Replacement,BPL-NGP,1
5,3,5,4,True,5.89,2,Traction Distribution,OHE,Repair,HWH-KOL,1
5,3,2,4,False,3.53,4,Engineering,OHE,Inspection,BPL-NGP,0
2,4,3,4,False,4.05,58,Engineering,OHE,Testing,BPL-NGP,0
2,3,4,5,False,4.23,55,Traction Distribution,Bridge,Overhaul,BPL-NGP,1
2,2,2,2,False,5.07,5,S&T,Signal,Overhaul,DEL-AGR,0
3,4,2,5,False,2.89,33,Traction Distribution,Bridge,Testing,HWH-KOL,0
5,5,2,4,False,3.24,4,S&T,Bridge,Testing,BPL-NGP,1
4,3,5,3,False,1.47,-12,Engineering,Point Machine,Replacement,HWH-KOL,1
4,1,1,2,False,3.88,3,S&T,Track,Overhaul,MAS-BLR,1
5,3,3,3,True,2.13,-9,Traction Distribution,Track,Replacement,MAS-BLR,1
4,5,4,4,False,3.29,49,Engineering,Track,Repair,MAS-BLR,0
2,5,4,2,False,4.72,44,Engineering,Point Machine,Overhaul,MUM-PUN,0
3,3,3,2,False,0.6,-1,S&T,Signal,Testing,HWH-KOL,0
3,1,1,5,False,3.6,28,S&T,Bridge,Testing,MAS-BLR,0
1,3,1,3,True,1.45,1,S&T,Track,Replacement,MUM-PUN,1
4,5,3,4,False,2.04,28,Engineering,Signal,Testing,BPL-NGP,0
4,5,5,1,True,0.69,53,Traction Distribution,Signal,Inspection,MUM-PUN,1
4,1,1,1,False,1.43,51,Engineering,Bridge,Inspection,DEL-AGR,0
3,2,5,5,False,5.93,48,Engineering,Track,Replacement,MUM-PUN,0
4,3,4,1,False,5.99,4,Traction Distribution,OHE,Repair,MAS-BLR,1
5,1,1,4,True,4.46,0,S&T,Bridge,Testing,MAS-BLR,1
3,5,2,5,False,3.87,-2,S&T,Bridge,Inspection,MAS-BLR,1
3,1,2,3,False,4.77,-5,S&T,Bridge,Replacement,MUM-PUN,0
1,4,5,5,True,5.43,32,Engineering,Point Machine,Overhaul,BPL-NGP,1
4,5,3,3,False,3.36,35,S&T,Track,Inspection,MUM-PUN,0
5,4,2,5,False,0.69,52,Traction Distribution,Track,Inspection,DEL-AGR,0
4,4,2,2,False,4.4,-8,Engineering,OHE,Replacement,MUM-PUN,0
5,2,3,3,False,5.92,5,Traction Distribution,OHE,Testing,DEL-AGR,0
5,5,1,2,False,1.92,40,Engineering,OHE,Inspection,BPL-NGP,1
4,3,2,4,False,3.05,37,Traction Distribution,Track,Inspection,BPL-NGP,0
3,1,1,1,False,2.49,18,Traction Distribution,Point Machine,Testing,DEL-AGR,0
1,2,4,5,False,2.65,-3,Traction Distribution,Signal,Overhaul,DEL-AGR,0
1,2,4,1,True,4.47,22,S&T,Track,Overhaul,HWH-KOL,1
2,3,3,2,False,2.58,-2,Traction Distribution,Bridge,Repair,DEL-AGR,0
3,2,1,3,False,5.68,26,Traction Distribution,Signal,Repair,MAS-BLR,1
4,3,2,1,False,4.84,53,S&T,Signal,Replacement,HWH-KOL,1
3,3,5,3,False,0.65,0,Traction Distribution,OHE,Repair,HWH-KOL,0
1,2,2,5,False,5.0,-6,S&T,Bridge,Replacement,DEL-AGR,0
2,4,1,5,False,4.75,41,Traction Distribution,Bridge,Testing,BPL-NGP,0
5,2,1,1,False,3.34,-13,Traction Distribution,Track,Overhaul,BPL-NGP,1
5,4,5,3,False,3.23,59,S&T,Point Machine,Testing,BPL-NGP,1
2,2,1,3,False,5.1,44,Engineering,Point Machine,Replacement,HWH-KOL,0
5,5,3,1,False,2.84,16,Engineering,Bridge,Overhaul,MUM-PUN,1
4,2,5,4,False,1.38,13,Engineering,Bridge,Replacement,DEL-AGR,0
5,1,4,3,False,2.22,15,S&T,Point Machine,Overhaul,MUM-PUN,1
5,1,3,4,False,1.96,15,S&T,Point Machine,Overhaul,HWH-KOL,1
4,5,2,2,False,4.25,48,Traction Distribution,Signal,Testing,DEL-AGR,0
2,5,1,2,False,1.48,45,Engineering,Bridge,Testing,DEL-AGR,0
4,2,1,4,False,4.05,1,Engineering,Bridge,Inspection,MUM-PUN,0
2,4,5,4,False,3.06,-1,S&T,Bridge,Overhaul,DEL-AGR,0
2,3,1,1,True,5.12,26,Engineering,Bridge,Overhaul,DEL-AGR,0
4,1,1,2,True,3.17,34,Traction Distribution,Point Machine,Overhaul,HWH-KOL,0
3,3,5,3,False,5.61,40,Engineering,Bridge,Inspection,BPL-NGP,1
3,4,3,5,False,5.45,9,S&T,Point Machine,Replacement,HWH-KOL,1
2,5,2,2,False,1.52,22,Traction Distribution,Signal,Testing,DEL-AGR,0
3,5,4,2,False,4.27,-7,S&T,Track,Testing,MUM-PUN,0
1,1,3,5,False,1.68,20,Traction Distribution,Bridge,Repair,DEL-AGR,0
4,2,5,4,False,5.03,37,S&T,OHE,Replacement,BPL-NGP,0
3,3,3,5,False,4.0,8,Traction Distribution,Bridge,Testing,MUM-PUN,1
5,1,4,4,True,2.12,9,Traction Distribution,Signal,Testing,MUM-PUN,1
3,3,5,5,False,1.87,20,S&T,Signal,Repair,MAS-BLR,0
3,1,3,1,False,2.86,50,Engineering,Bridge,Testing,HWH-KOL,0
1,1,2,2,False,4.9,31,Traction Distribution,OHE,Testing,BPL-NGP,0
1,1,5,2,False,4.88,54,Engineering,Point Machine,Inspection,MUM-PUN,0
2,2,2,1,True,0.68,-10,S&T,Signal,Inspection,MAS-BLR,0
2,4,1,4,True,2.16,49,S&T,Point Machine,Inspection,BPL-NGP,0
2,1,3,4,True,2.83,-11,Traction Distribution,OHE,Inspection,HWH-KOL,1
2,5,5,1,False,3.72,10,S&T,Bridge,Overhaul,HWH-KOL,1
4,2,1,1,False,1.32,17,S&T,OHE,Repair,BPL-NGP,1
1,1,5,1,False,2.34,3,S&T,Track,Overhaul,DEL-AGR,0
2,2,5,3,True,5.37,60,Traction Distribution,Point Machine,Inspection,MUM-PUN,1
1,4,5,3,False,3.12,52,S&T,Bridge,Overhaul,BPL-NGP,0
2,1,3,2,True,4.59,28,Traction Distribution,Bridge,Overhaul,HWH-KOL,1
4,1,2,5,False,3.17,19,Engineering,Track,Testing,BPL-NGP,1
1,5,3,2,False,3.06,43,S&T,Bridge,Repair,HWH-KOL,0
2,3,1,3,False,3.92,39,Traction Distribution,Signal,Replacement,DEL-AGR,0
1,2,5,3,False,1.93,22,Traction Distribution,Bridge,Replacement,BPL-NGP,0
5,4,4,2,False,1.87,48,S&T,Point Machine,Repair,BPL-NGP,1
4,5,3,5,False,5.94,0,Traction Distribution,Bridge,Overhaul,MUM-PUN,1
2,2,3,5,False,5.28,6,S&T,Signal,Replacement,BPL-NGP,0
1,3,4,1,False,4.56,-13,S&T,Point Machine,Testing,MUM-PUN,0
1,1,3,3,False,1.25,-6,Traction Distribution,Point Machine,Inspection,DEL-AGR,0
3,2,5,1,False,0.67,0,Traction Distribution,Track,Repair,DEL-AGR,0
4,3,5,3,False,1.46,32,Traction Distribution,Point Machine,Replacement,MAS-BLR,1
3,1,5,4,False,5.66,50,Traction Distribution,Track,Replacement,MUM-PUN,1
5,5,4,3,False,4.99,30,Engineering,Bridge,Testing,HWH-KOL,1
2,5,4,2,True,3.38,19,S&T,Track,Overhaul,MUM-PUN,1
2,2,2,2,False,5.83,6,S&T,Track,Inspection,BPL-NGP,0
3,2,1,2,False,1.31,-7,Traction Distribution,OHE,Replacement,BPL-NGP,0
2,1,3,2,False,3.58,29,Engineering,Track,Testing,MAS-BLR,0
5,3,5,2,False,1.51,-4,Traction Distribution,Track,Testing,MAS-BLR,1
1,1,1,4,False,2.19,45,Engineering,Track,Testing,MAS-BLR,0
3,2,3,1,False,5.67,16,S&T,Signal,Replacement,MUM-PUN,1
3,3,1,1,False,5.28,12,Traction Distribution,OHE,Inspection,HWH-KOL,0
1,4,3,3,True,1.06,-13,Engineering,Track,Repair,MUM-PUN,1
3,3,1,4,False,1.87,4,Engineering,Track,Testing,BPL-NGP,0
3,2,4,2,False,3.77,-13,Traction Distribution,Point Machine,Repair,BPL-NGP,1
2,4,5,2,False,0.84,40,Engineering,Signal,Overhaul,MUM-PUN,0
1,4,4,4,False,3.53,22,Traction Distribution,Point Machine,Inspection,MAS-BLR,0
1,4,4,2,False,3.71,44,Traction Distribution,Bridge,Replacement,MUM-PUN,0
1,3,2,4,False,2.1,28,S&T,Track,Testing,MAS-BLR,0
3,5,3,1,False,2.11,57,Traction Distribution,Bridge,Repair,MAS-BLR,1
1,2,1,1,False,1.76,44,Engineering,Point Machine,Inspection,DEL-AGR,1
5,5,2,3,True,5.65,-3,Traction Distribution,Bridge,Repair,MUM-PUN,1
2,2,3,2,True,2.64,-6,Engineering,OHE,Inspection,MUM-PUN,1
4,2,4,4,False,3.72,52,Traction Distribution,Track,Overhaul,MAS-BLR,1
4,3,1,3,False,2.16,6,Traction Distribution,Bridge,Inspection,BPL-NGP,0
3,3,5,2,False,4.36,43,Engineering,OHE,Repair,DEL-AGR,0
5,4,3,1,False,1.06,33,Traction Distribution,Track,Replacement,MAS-BLR,1
1,2,5,1,False,0.89,38,S&T,Track,Repair,MUM-PUN,0
2,5,3,4,False,4.59,6,Traction Distribution,Signal,Overhaul,MUM-PUN,0
2,2,3,2,False,4.5,9,S&T,Signal,Testing,DEL-AGR,0
1,3,4,3,False,1.96,27,Engineering,OHE,Testing,DEL-AGR,0
2,5,5,5,False,2.45,-13,Traction Distribution,OHE,Overhaul,HWH-KOL,0
2,3,1,5,False,5.76,9,Engineering,Bridge,Testing,DEL-AGR,0
4,4,3,2,False,1.07,24,S&T,Bridge,Overhaul,DEL-AGR,0
2,5,1,1,False,1.51,1,Engineering,Point Machine,Inspection,BPL-NGP,0
5,5,3,4,False,2.87,7,Engineering,Point Machine,Testing,MUM-PUN,0
4,3,5,4,False,2.05,59,Engineering,Bridge,Replacement,BPL-NGP,0
5,3,5,2,True,4.07,7,Engineering,Signal,Inspection,MAS-BLR,1
1,1,2,3,False,4.3,53,Traction Distribution,OHE,Overhaul,DEL-AGR,0
5,3,2,1,True,3.4,55,Traction Distribution,Point Machine,Repair,BPL-NGP,1
4,5,3,4,False,3.86,36,Traction Distribution,Signal,Replacement,DEL-AGR,1
5,3,2,4,True,2.88,-3,Engineering,Bridge,Overhaul,BPL-NGP,1
2,2,1,2,False,4.68,1,Traction Distribution,Signal,Inspection,MUM-PUN,0
5,1,2,3,False,0.73,56,S&T,Track,Replacement,DEL-AGR,0
3,2,3,2,True,2.22,-14,Traction Distribution,Signal,Inspection,MUM-PUN,0
1,2,3,1,False,4.26,23,Traction Distribution,Bridge,Inspection,MUM-PUN,0
3,5,5,1,False,2.31,30,Engineering,Signal,Repair,BPL-NGP,1
1,3,3,5,False,0.93,48,Traction Distribution,Signal,Overhaul,BPL-NGP,1
5,1,2,3,False,2.4,53,S&T,Bridge,Replacement,BPL-NGP,0
2,1,4,1,False,4.41,7,S&T,Track,Inspection,DEL-AGR,0
2,5,4,1,False,1.17,23,S&T,Track,Overhaul,MAS-BLR,1
3,5,3,2,False,4.49,33,Engineering,Bridge,Replacement,HWH-KOL,0
3,4,3,5,False,4.77,58,Engineering,Signal,Inspection,DEL-AGR,1
1,1,2,2,False,3.99,27,Traction Distribution,Track,Replacement,MAS-BLR,0
5,1,5,5,True,1.84,-5,Traction Distribution,OHE,Repair,BPL-NGP,1
5,1,5,3,False,4.93,55,S&T,Point Machine,Overhaul,DEL-AGR,1
4,4,1,4,True,1.68,24,Traction Distribution,Point Machine,Testing,HWH-KOL,0
4,4,2,4,False,5.48,-1,S&T,Track,Repair,MAS-BLR,1
3,5,2,1,False,4.39,0,Engineering,Signal,Overhaul,BPL-NGP,0
3,1,5,1,False,0.8,1,Traction Distribution,Point Machine,Inspection,DEL-AGR,0
3,1,1,5,True,4.9,40,Traction Distribution,Point Machine,Replacement,BPL-NGP,1
1,5,2,5,False,3.29,57,Engineering,Point Machine,Testing,DEL-AGR,0
1,5,2,1,False,2.99,19,Traction Distribution,Signal,Inspection,MUM-PUN,0
2,4,3,4,False,2.81,-7,S&T,Bridge,Testing,DEL-AGR,1
3,1,2,5,False,3.84,52,Traction Distribution,Track,Inspection,BPL-NGP,1
